Source (A),Source (B),Source (C),Source (D),Source (E),Source (F),Source (G),Source (H),Source (I),WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
21 MS1021,EFT,0.0912329,0.58595,180,IP180,8.6,"In about 6 months from now I am riding a roller coaster at Six Flags. In about 6 months from now I am riding the ""Raging Bull"" roller coaster at Six Flags Great America with my best friend Jim. We are both enjoying the thrill of the intense ride and I feel a rush of excitement and exhilaration as we plummet down the largest drop of the roller coaster.","In about 6 months from now I am riding a roller coaster at Six Flags. In about 6 months from now I am riding the ""Raging Bull"" roller coaster at Six Flags Great America with my best friend Jim. We are both enjoying the thrill of the intense ride and I feel a rush of excitement and exhilaration as we plummet down the largest drop of the roller coaster.",69,97.77,55.76,94.19,98.72,23,14.49,81.16,49.28,8.7,8.7,5.8,2.9,0,0,0,0,10.14,20.29,4.35,5.8,4.35,0,8.7,5.8,4.35,0,5.8,1.45,8.7,7.25,1.45,0,1.45,0,4.35,0,1.45,0,0,1.45,1.45,0,0,0,0,0,1.45,0,0,1.45,0,0,0,0,0,11.59,4.35,1.45,4.35,4.35,0,0,8.7,0,23.19,7.25,10.14,5.8,0,4.35,0,0,0,0,0,0,0,0,0,0,7.25,4.35,0,0,0,0,0,0,2.9,0,0,0
5 MS1005,EFT,0.9091781,0.7461,180,IP180,86.72,"In six months, I am fishing for Northern Pikeminnow on the Columbia River. I'm with my wife, and we've already fished a healthy bounty for the day. Being out on the river is extremely calming. The scenery is relaxing, and extremely nice to take in. It's the best day we've had out in a while.","In six months, I am fishing for Northern Pikeminnow on the Columbia River. I'm with my wife, and we've already fished a healthy bounty for the day. Being out on the river is extremely calming. The scenery is relaxing, and extremely nice to take in. It's the best day we've had out in a while.",55,86.58,64.21,91.12,99,11,20,87.27,63.64,10.91,9.09,5.45,3.64,0,0,0,1.82,12.73,20,16.36,5.45,5.45,0,18.18,5.45,1.82,0,1.82,0,9.09,9.09,0,0,0,0,5.45,1.82,0,1.82,0,3.64,0,0,0,0,3.64,0,0,0,0,0,0,0,0,0,0,9.09,5.45,1.82,1.82,3.64,0,7.27,10.91,0,23.64,0,14.55,9.09,0,3.64,0,0,0,0,0,0,0,0,0,0,21.82,9.09,5.45,0,0,0,0,0,0,7.27,0,0
92 MS1092,ERT,0.3311781,0.331178082,30,IP30,47.66,About 24 hours ago I was playing World of Warcraft with a group of online friends.We were fighting a difficult boss in one of the game's newer dungeons.I was doing really well in the dungeon and I was getting along well with my friends.I was using my character's abilities with a higher success rate than usual and I was feeling really upbeat when my friends noticed and mentioned it.,About 24 hours ago I was playing World of Warcraft with a group of online friends.We were fighting a difficult boss in one of the game's newer dungeons.I was doing really well in the dungeon and I was getting along well with my friends.I was using my character's abilities with a higher success rate than usual and I was feeling really upbeat when my friends noticed and mentioned it.,72,65.75,39.05,94.42,92.4,72,22.22,90.28,56.94,13.89,12.5,11.11,1.39,0,0,0,1.39,6.94,15.28,9.72,8.33,5.56,0,16.67,8.33,4.17,1.39,2.78,1.39,9.72,6.94,2.78,0,1.39,0,11.11,0,4.17,0,0,8.33,2.78,1.39,0,0,0,4.17,1.39,0,0,1.39,0,0,0,0,0,16.67,8.33,2.78,2.78,2.78,1.39,11.11,0,0,12.5,0,5.56,6.94,2.78,2.78,0,0,0,0,2.78,0,0,0,2.78,0,8.33,5.56,0,0,0,0,0,0,0,2.78,0,0
129 MS1129,ERT,0.6187397,0.618739726,365,IP365,24.22,"About 288 hours I was at the library where I work, welcoming back my supervisor from an extended medical leave. I was alone with her in our break room before work started. I was so happy that she was back because I like her very much and was worried about her. I also didn't like my temporary supervisor who had filled in for her, so it was doubly pleasurable for me. I was aware that besides being my boss, the supervisor who was returning had also become my friend. I was also just happy that things were returning to normal.","About 288 hours I was at the library where I work, welcoming back my supervisor from an extended medical leave. I was alone with her in our break room before work started. I was so happy that she was back because I like her very much and was worried about her. I also didn't like my temporary supervisor who had filled in for her, so it was doubly pleasurable for me. I was aware that besides being my boss, the supervisor who was returning had also become my friend. I was also just happy that things were returning to normal.",100,3.71,34.44,79.76,91.14,16.67,16,98,68,26,19,13,1,0,5,0,7,3,12,15,12,7,1,18,6,1,3,2,2,8,6,2,1,0,1,10,0,1,5,0,6,2,1,1,1,0,1,0,0,0,0,1,0,1,0,0,9,3,2,4,0,0,14,4,0,16,1,8,8,7,0,1,0,0,0,0,0,0,0,0,0,11,6,3,0,0,0,0,0,0,2,0,0
89 MS1089,ERT,0.3032329,0.303232877,365,IP365,0.78,About 288 hours ago I was at a baby shower. I was enjoying seeing my entire family. We were all gathered together to welcome my cousin Jillian's new baby. Some of my family I had not seen for awhile and I was very happy to see them.,About 288 hours ago I was at a baby shower. I was enjoying seeing my entire family. We were all gathered together to welcome my cousin Jillian's new baby. Some of my family I had not seen for a while and I was very happy to see them.,48,44.42,66.17,91.31,99,12,10.42,95.83,54.17,18.75,18.75,14.58,2.08,0,0,2.08,0,4.17,12.5,10.42,4.17,4.17,2.08,16.67,4.17,0,0,2.08,6.25,6.25,6.25,0,0,0,0,20.83,10.42,0,0,0,8.33,0,0,0,2.08,4.17,2.08,6.25,6.25,0,0,0,0,0,0,0,14.58,14.58,0,0,0,0,14.58,2.08,0,12.5,0,4.17,8.33,0,4.17,6.25,0,0,0,0,0,0,0,0,0,10.42,8.33,0,0,0,0,0,0,0,2.08,0,0
17 MS1017,EFT,0.9888493,0.722625,30,IP30,99.22,"IN ABOUT 1 MONTH I AM MEETING 3 GIRLFRIENDS FOR LUNCH. WE ALL USED TO WORK TOGETHER AND STILL KEEP IN LOOSE CONTACT. I AM SITTING WITH THEM AT A TABLE AT ROSE'S CAFE WHERE WE ARE HAVING LUNCH TOGETHER. I AM LAUGHING AND HAVING A GOOD TIME CATCHING UP WITH THEM AND THEIR LIVES. I AM GOING TO MISS CAROL WHO IS MOVING TO NORTH CAROLINA WITHIN THE MONTH AND I REALIZE THIS WILL BE THE LAST TIME WE ALL GET TOGETHER FOR A LITTLE WHILE.I TALK ABOUT HOW SHE IS GOING TO HAVE TO POST EVEN MORE OFTEN TO FACE BOOK SO WE CAN KEEP UP WITH HER LIFE UP THERE. AND CAROL KEEPS TELLING US WE ALL HAVE TO VISIT HER, JUST NOT ALL AT ONCE UNLESS WE ARE WILLING TO SLEEP ON HER LIVING ROOM FLOOR IN SLEEPING BAGS AND WE ALL LAUGH ABOUT IT. WEHAVE BEEN SITTING HERE FOR 2 HOURS, EATING AND LAUGHING AND WE DON'T WANT TO LEAVE, BECAUSE WE ARE ALL HAVING SO MUCH FUN PLAYING THE GAME ""YOU REMEMBER THAT TIME WHEN......."".I LOVE THIS CAFE BECAUSE OF THE GOOD FOOD AND THEY DON'T RUSH US TO EAT AND LEAVE. IT IS A NEW LOCATION FOR IT. TH...","IN ABOUT 1 MONTH I AM MEETING 3 GIRLFRIENDS FOR LUNCH. WE ALL USED TO WORK TOGETHER AND STILL KEEP IN LOOSE CONTACT. I AM SITTING WITH THEM AT A TABLE AT ROSE'S CAFE WHERE WE ARE HAVING LUNCH TOGETHER. I AM LAUGHING AND HAVING A GOOD TIME CATCHING UP WITH THEM AND THEIR LIVES. I AM GOING TO MISS CAROL WHO IS MOVING TO NORTH CAROLINA WITHIN THE MONTH AND I REALIZE THIS WILL BE THE LAST TIME WE ALL GET TOGETHER FOR A LITTLE WHILE.I TALK ABOUT HOW SHE IS GOING TO HAVE TO POST EVEN MORE OFTEN TO FACE BOOK SO WE CAN KEEP UP WITH HER LIFE UP THERE. AND CAROL KEEPS TELLING US WE ALL HAVE TO VISIT HER, JUST NOT ALL AT ONCE UNLESS WE ARE WILLING TO SLEEP ON HER LIVING ROOM FLOOR IN SLEEPING BAGS AND WE ALL LAUGH ABOUT IT. WE HAVE BEEN SITTING HERE FOR 2 HOURS, EATING AND LAUGHING AND WE DON'T WANT TO LEAVE, BECAUSE WE ARE ALL HAVING SO MUCH FUN PLAYING THE GAME ""YOU REMEMBER THAT TIME WHEN"".I LOVE THIS CAFE BECAUSE OF THE GOOD FOOD AND THEY DON'T RUSH US TO EAT AND LEAVE. IT IS A NEW LOCATION FOR IT. TH...",209,40.26,94.8,65.83,84.73,23.22,10.05,95.22,58.85,16.75,13.4,3.35,5.74,0.48,1.91,1.91,3.35,3.83,15.79,10.53,6.7,8.61,1.44,22.01,2.87,0.48,1.91,1.91,3.83,4.78,3.83,0.48,0,0,0.48,15.79,0,0.96,1.91,0,7.66,0.96,1.91,0.48,0.48,2.87,0.96,1.91,0,1.44,0.48,6.7,1.44,1.44,0,3.35,12.44,8.61,0.48,1.44,1.91,0,1.44,14.35,1.44,20.57,3.35,10.53,6.22,1.44,2.87,0.48,0,0,0,0,0,0,0,0,0,10.05,6.22,1.44,0,0,0,0,0,0.96,1.44,0,0
113 MS1113,ERT,0.2989041,0.29890411,180,IP180,21.1,About 144 hours ago I was playing with mydogE in the back yard and our cat Ra came up and chased the dog.I found it funny because the dog is 50 pounds and the cat is 10.,About 144 hours ago I was playing with my dog E in the back yard and our cat Ra came up and chased the dog.I found it funny because the dog is 50 pounds and the cat is 10.,40,66.46,40.12,74.76,96.76,40,5,70,52.5,12.5,10,7.5,2.5,0,0,0,2.5,10,10,7.5,5,10,0,15,2.5,0,0,7.5,0,5,5,0,0,0,0,2.5,0,0,0,0,5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2.5,0,2.5,0,0,10,5,0,15,2.5,7.5,7.5,0,5,2.5,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0
93 MS1093,ERT,0.6416164,0.641616438,365,IP365,99.22,"About 288 Hours ago I was making a check list of all the steps, supplies needed and timeline of the upcoming pinewood derby build meeting.I was excited but feeling overwhelmed with all the things that were needed to build such simple cars.I kept running out to my garage to look to make sure I had all the tools and supplies needed.","About 288 Hours ago I was making a check list of all the steps, supplies needed and timeline of the upcoming pinewood derby build meeting.I was excited but feeling overwhelmed with all the things that were needed to build such simple cars.I kept running out to my garage to look to make sure I had all the tools and supplies needed.",63,89.78,21.36,19.65,55.71,63,15.87,82.54,46.03,11.11,7.94,7.94,0,0,0,0,3.17,7.94,14.29,6.35,3.17,4.76,0,20.63,3.17,0,0,1.59,4.76,4.76,3.17,1.59,1.59,0,1.59,1.59,0,0,0,0,17.46,1.59,3.17,4.76,0,6.35,1.59,3.17,1.59,0,1.59,0,0,0,0,0,1.59,0,0,0,1.59,0,14.29,3.17,1.59,9.52,3.17,1.59,4.76,1.59,3.17,1.59,0,0,0,0,0,0,0,0,0,6.35,4.76,1.59,0,0,0,0,0,0,0,0,0
84 MS1084,ERT,0.397726,0.397726027,180,IP180,44.54,About 144 hours ago I was at the birthday party of my friend Joe at Springfield. This party was awesome and like small get together and good opportunity to meet many old friends. I wished Joe and gifted a watch. Everyone was enjoyed lot with drinks and meals.,About 144 hours ago I was at the birthday party of my friend Joe at Springfield. This party was awesome and like small get together and good opportunity to meet many old friends. I wished Joe and gifted a watch. Everyone was enjoyed lot with drinks and meals.,48,81.63,79.76,48.89,99,12,16.67,89.58,43.75,10.42,6.25,6.25,0,0,0,0,4.17,4.17,14.58,6.25,2.08,8.33,0,12.5,4.17,2.08,0,2.08,4.17,12.5,12.5,0,0,0,0,14.58,0,4.17,0,0,6.25,0,0,2.08,2.08,2.08,0,2.08,2.08,0,0,4.17,0,0,0,4.17,20.83,12.5,2.08,2.08,6.25,0,10.42,6.25,0,16.67,0,8.33,8.33,0,6.25,0,0,0,0,2.08,0,0,2.08,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0
108 MS1108,ERT,0.0309863,0.030986301,180,IP180,2.34,"About 144 hours ago I was at the riverboat casino with my friends, laughing and joking, and having a great time.I had never been to the Tropicana Riverboat Casino before and I was very impressed.The room I had booked was perfect.I recall sitting on the bed and I was very pleased with the thought of sleeping on it later that night.One of my friends knocked on the door, and we went to meet the rest of our happy go lucky group.It was a short, brisk walk to the casino from our rooms and I was happy that we could stretch our legs for a moment.Once we got to the casino I was tingling with joy inside about all the very cool slot machines that I couldn't wait to tackle.","About 144 hours ago I was at the riverboat casino with my friends, laughing and joking, and having a great time.I had never been to the Tropicana Riverboat Casino before and I was very impressed.The room I had booked was perfect.I recall sitting on the bed and I was very pleased with the thought of sleeping on it later that night.One of my friends knocked on the door, and we went to meet the rest of our happy go lucky group.It was a short, brisk walk to the casino from our rooms and I was happy that we could stretch our legs for a moment.Once we got to the casino I was tingling with joy inside about all the very cool slot machines that I couldn't wait to tackle.",135,75.9,61.67,79.42,99,135,12.59,92.59,58.52,16.3,12.59,8.15,4.44,0,0,0,3.7,9.63,15.56,9.63,4.44,4.44,1.48,16.3,7.41,1.48,0,2.22,1.48,8.15,8.15,0,0,0,0,8.15,0,1.48,0,0,5.93,1.48,0,1.48,0.74,2.22,0,2.22,0,0.74,1.48,2.22,1.48,0.74,0,0,10.37,7.41,0,0,2.96,0,9.63,3.7,0,17.78,2.22,8.15,7.41,0.74,4.44,2.96,2.96,0,0,0.74,0,0,0.74,0,0,8.89,5.19,2.96,0,0,0,0,0,0,0.74,0,0
39 MS1039,EFT,0.6573973,0.65739726,365,IP365,49.22,In about 1 year I am performing a new piano piece that I wrote in front a few friends and my girlfriend. I am playing and everyone listens closely. We are at my house because they all insisted on coming over to hang out a hear it. I am taken aback by their praise of the song and their showering of me with compliments. I am elated that everyone enjoyed it as much as I did.,In about 1 year I am performing a new piano piece that I wrote in front a few friends and my girlfriend. I am playing and everyone listens closely. We are at my house because they all insisted on coming over to hang out a hear it. I am taken aback by their praise of the song and their showering of me with compliments. I am elated that everyone enjoyed it as much as I did.,76,57.18,70.08,86.55,97.58,15.2,17.11,93.42,61.84,25,17.11,11.84,1.32,0,0,3.95,7.89,5.26,18.42,7.89,1.32,7.89,0,17.11,5.26,2.63,0,1.32,5.26,5.26,5.26,0,0,0,0,15.79,0,2.63,0,0,5.26,0,1.32,0,0,3.95,0,3.95,0,3.95,0,0,0,0,0,0,9.21,5.26,1.32,1.32,1.32,0,3.95,10.53,1.32,15.79,2.63,10.53,2.63,2.63,2.63,2.63,0,0,0,0,0,0,0,0,0,6.58,6.58,0,0,0,0,0,0,0,0,0,0
127 MS1127,ERT,0.9210411,0.921041096,30,IP30,94.54,"About 24 hours ago I was at the local hospital with Mark, my instructor. We were giving care to one of my patients who had some abrasions. I was feeling useful and enjoyed being able to help make the patient feel more comfortable.","About 24 hours ago I was at the local hospital with Mark, my instructor. We were giving care to one of my patients who had some abrasions. I was feeling useful and enjoyed being able to help make the patient feel more comfortable.",43,74.74,59.18,64.67,99,14.33,18.6,88.37,46.51,13.95,11.63,9.3,2.33,0,0,0,2.33,4.65,13.95,11.63,2.33,2.33,0,23.26,4.65,2.33,2.33,4.65,4.65,11.63,11.63,0,0,0,0,9.3,0,0,0,0,9.3,4.65,2.33,0,2.33,0,0,4.65,0,0,4.65,2.33,0,2.33,0,0,6.98,4.65,2.33,2.33,0,0,11.63,6.98,0,9.3,0,4.65,4.65,2.33,0,0,0,0,0,0,0,0,0,0,0,9.3,6.98,2.33,0,0,0,0,0,0,0,0,0
60 MS1060,EFT,0.5947123,0.594712329,180,IP180,49.22,In about 6 months I will be in Texas sitting by the lake with my family. I am going to be cruising on a speed boat. I will be relaxed and feeling calm as we sail down the stream.,In about 6 months I will be in Texas sitting by the lake with my family. I am going to be cruising on a speed boat. I will be relaxed and feeling calm as we sail down the stream.,39,87.08,39.87,99,97.19,13,10.26,84.62,61.54,12.82,12.82,10.26,2.56,0,0,0,0,7.69,23.08,15.38,2.56,5.13,0,23.08,5.13,2.56,0,2.56,0,5.13,5.13,0,0,0,0,5.13,2.56,0,0,0,2.56,2.56,0,0,0,0,0,2.56,0,0,2.56,0,0,0,0,0,7.69,5.13,0,2.56,0,0,0,10.26,7.69,23.08,5.13,12.82,5.13,0,7.69,2.56,0,0,0,0,0,0,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0
81 MS1081,ERT,0.3776164,0.377616438,180,IP180,38.28,"About 144 hours ago, I was talking to my mother, who had called from her's brothers house in Bangkok (it was nearly 10 a.m. there.) I was alone at the time, sitting on the carpet and clipping my toenails. I was listening, with some amusement, to her complain that she was being made to shower twice daily, as was the custom in her brother's house.","About 144 hours ago, I was talking to my mother, who had called from her brother's house in Bangkok (it was nearly 10am there.) I was alone at the time, sitting on the carpet and clipping my toenails. I was listening, with some amusement; to her complain that she was being made to shower twice daily, as was the custom in her brother's house.",64,60.61,86.3,18.52,7.63,21.33,15.62,92.19,57.81,18.75,14.06,7.81,0,0,6.25,0,4.69,4.69,17.19,12.5,4.69,3.12,0,20.31,4.69,1.56,1.56,3.12,1.56,4.69,1.56,3.12,0,0,1.56,18.75,4.69,0,7.81,3.12,4.69,0,1.56,0,3.12,0,0,1.56,0,1.56,0,1.56,1.56,0,0,0,3.12,3.12,0,0,0,0,15.62,0,0,14.06,0,7.81,6.25,0,1.56,6.25,0,0,0,0,0,0,0,0,0,20.31,4.69,7.81,0,1.56,0,0,0,0,3.12,3.12,0
73 MS1073,EFT,0.3690411,0.369041096,365,IP365,10.16,In about one year I am done with college. I am standing on the stage in cap and gown getting my diploma. As I smile to the crowd with my girlfriend and family in it I smile brightly knowing all the hard work I have done has paid off at long last.,In about one year I am done with college. I am standing on the stage in cap and gown getting my diploma. As I smile to the crowd with my girlfriend and family in it I smile brightly knowing all the hard work I have done has paid off at long last.,52,82.82,22.08,97.39,89.84,17.33,13.46,90.38,57.69,15.38,13.46,13.46,0,0,0,0,1.92,5.77,21.15,11.54,1.92,5.77,0,17.31,3.85,1.92,0,1.92,1.92,3.85,3.85,0,0,0,0,5.77,1.92,1.92,0,0,3.85,1.92,0,0,0,1.92,0,1.92,0,0,1.92,0,0,0,0,0,7.69,3.85,1.92,0,1.92,0,5.77,9.62,0,17.31,0,13.46,3.85,5.77,1.92,1.92,1.92,0,0,0,0,0,0,0,0,5.77,5.77,0,0,0,0,0,0,0,0,0,0
24 MS1024,EFT,0.7319178,0.6533,30,IP30,99.22,"In about 1 month, I am at the Death Metal concert with my husband. We are at the glass house in Northpark. I am banging my head and screaming at the top of my lungs as I sing along with the band.","In about 1 month, I am at the Death Metal concert with my husband. We are at the glass house in North park. I am banging my head and screaming at the top of my lungs as I sing along with the band.",43,96.6,32.1,97.26,3.52,14.33,9.3,88.37,60.47,16.28,16.28,13.95,2.33,0,0,0,0,9.3,25.58,6.98,2.33,4.65,0,9.3,4.65,4.65,0,2.33,0,2.33,0,2.33,0,0,0,6.98,2.33,0,0,2.33,0,0,0,0,0,0,0,6.98,0,6.98,0,4.65,4.65,0,0,0,6.98,4.65,2.33,2.33,0,0,0,9.3,0,18.6,0,16.28,2.33,0,6.98,2.33,0,0,2.33,0,0,0,0,0,0,9.3,6.98,2.33,0,0,0,0,0,0,0,0,0
128 MS1128,ERT,0.3903836,0.390383562,180,IP180,36.72,about 144 hours ago i was shopping at walmarts with my wife. i was relaxed and having a good time . i enjoyed looking at things and buying them.,About 144 hours ago I was shopping at Walmart’s with my wife. I was relaxed and having a good time. I enjoyed looking at things and buying them.,28,38.6,23.75,96.82,99,9.33,17.86,92.86,57.14,21.43,17.86,14.29,0,0,0,3.57,3.57,3.57,14.29,10.71,3.57,7.14,0,14.29,0,0,0,3.57,0,10.71,10.71,0,0,0,0,7.14,3.57,0,3.57,0,0,0,0,0,0,0,0,3.57,3.57,0,0,0,0,0,0,0,7.14,3.57,0,0,3.57,0,10.71,0,0,17.86,0,7.14,10.71,0,7.14,0,7.14,0,0,0,0,0,0,0,0,14.29,10.71,0,0,0,0,0,0,0,3.57,0,0
